[475/630] Accuracy : 0.09375, loss : 3.6510329246520996
[476/630] Accuracy : 0.078125, loss : 3.633507251739502
[477/630] Accuracy : 0.015625, loss : 3.7182273864746094
[478/630] Accuracy : 0.125, loss : 3.6741549968719482
[479/630] Accuracy : 0.046875, loss : 3.692206859588623
[480/630] Accuracy : 0.015625, loss : 3.7349579334259033
[481/630] Accuracy : 0.015625, loss : 3.728719472885132
[482/630] Accuracy : 0.078125, loss : 3.5911080837249756
[483/630] Accuracy : 0.0625, loss : 3.592655658721924
[484/630] Accuracy : 0.03125, loss : 3.888049840927124
[485/630] Accuracy : 0.015625, loss : 3.796858549118042
[486/630] Accuracy : 0.140625, loss : 3.519244909286499
[487/630] Accuracy : 0.078125, loss : 3.606194257736206
[488/630] Accuracy : 0.03125, loss : 3.6294002532958984
[489/630] Accuracy : 0.125, loss : 3.5094480514526367
[490/630] Accuracy : 0.078125, loss : 3.5233428478240967
[491/630] Accuracy : 0.03125, loss : 3.7531349658966064
[492/630] Accuracy : 0.046875, loss : 3.7338602542877197
[493/630] Accuracy : 0.078125, loss : 3.6717371940612793
[494/630] Accuracy : 0.09375, loss : 3.597877025604248
[495/630] Accuracy : 0.109375, loss : 3.596071720123291
[496/630] Accuracy : 0.0625, loss : 3.6895689964294434
[497/630] Accuracy : 0.0625, loss : 3.7286362648010254
[498/630] Accuracy : 0.046875, loss : 3.868162155151367
[499/630] Accuracy : 0.046875, loss : 3.46319842338562
